date,delito,x,y,colonia,municipio,region,bien_afectado,fecha,hora,clave_mun,zona_geografica
2023-07-16,abuso sexual infantil,-103.36786996806649,20.691936251222295,villasenor (santa teresita),guadalajara,centro,la libertad y la seguridad sexual,2023-07-16,,39,amg
2023-11-20,abuso sexual infantil,-103.349673009639,20.61424511069748,miravalle,guadalajara,centro,la libertad y la seguridad sexual,2023-11-20,,39,amg
2023-03-13,abuso sexual infantil,-103.35202761285773,20.714256808829973,fidel velazquez,guadalajara,centro,la libertad y la seguridad sexual,2023-03-13,,39,amg
2023-07-05,abuso sexual infantil,-103.2979185813736,20.646022854807345,vicente guerrero,guadalajara,centro,la libertad y la seguridad sexual,2023-07-05,,39,amg
2023-02-09,abuso sexual infantil,-103.30852134859,20.6671746983528,la penal,guadalajara,centro,la libertad y la seguridad sexual,2023-02-09,,39,amg
2023-10-08,abuso sexual infantil,-103.2943853030255,20.6971619971579,oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-10-08,,39,amg
2023-01-02,abuso sexual infantil,-103.33241122613936,20.71741290310306,rancho nuevo,guadalajara,centro,la libertad y la seguridad sexual,2023-01-02,,39,amg
2023-07-05,abuso sexual infantil,-103.29435054144191,20.64799611370484,jardines de los historiadores,guadalajara,centro,la libertad y la seguridad sexual,2023-07-05,,39,amg
2023-02-20,abuso sexual infantil,-103.37280941863612,20.65832052957878,del fresno,guadalajara,centro,la libertad y la seguridad sexual,2023-02-20,,39,amg
2023-06-13,abuso sexual infantil,-103.31033980230926,20.66132801116965,san antonio,guadalajara,centro,la libertad y la seguridad sexual,2023-06-13,,39,amg
2023-05-15,abuso sexual infantil,-103.29654213827376,20.65764431379053,san rafael,guadalajara,centro,la libertad y la seguridad sexual,2023-05-15,,39,amg
2023-02-12,abuso sexual infantil,-103.30081500976046,20.650964723680065,vicente guerrero,guadalajara,centro,la libertad y la seguridad sexual,2023-02-12,,39,amg
2023-02-21,abuso sexual infantil,-103.3537740148472,20.624382381216165,5 de mayo,guadalajara,centro,la libertad y la seguridad sexual,2023-02-21,,39,amg
2023-02-21,abuso sexual infantil,-103.28108456783714,20.69581285351237,san jose rio verde,guadalajara,centro,la libertad y la seguridad sexual,2023-02-21,,39,amg
2023-03-05,abuso sexual infantil,-103.3043933620848,20.66103759635645,san andres,guadalajara,centro,la libertad y la seguridad sexual,2023-03-05,,39,amg
2023-03-05,abuso sexual infantil,-103.29751179201104,20.68751032024089,circunvalacion oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-03-05,,39,amg
2023-03-07,abuso sexual infantil,-103.40116009946732,20.666445724468176,chapalita,guadalajara,centro,la libertad y la seguridad sexual,2023-03-07,,39,amg
2023-03-08,abuso sexual infantil,-103.33542430292772,20.724589305248134,division del norte,guadalajara,centro,la libertad y la seguridad sexual,2023-03-08,,39,amg
2023-03-27,abuso sexual infantil,-103.36323427608758,20.69706385863404,mezquitan country,guadalajara,centro,la libertad y la seguridad sexual,2023-03-27,,39,amg
2023-04-09,abuso sexual infantil,-103.40270147653057,20.67495839556654,vallarta cuauhtemoc,guadalajara,centro,la libertad y la seguridad sexual,2023-04-09,,39,amg
2023-04-16,abuso sexual infantil,-103.33832291610533,20.71668231048307,santa elena de la cruz,guadalajara,centro,la libertad y la seguridad sexual,2023-04-16,,39,amg
2023-04-23,abuso sexual infantil,-103.30326456570288,20.67931398765086,blanco y cuellar,guadalajara,centro,la libertad y la seguridad sexual,2023-04-23,,39,amg
2023-04-30,abuso sexual infantil,-103.28873540117507,20.690540911832603,arandas,guadalajara,centro,la libertad y la seguridad sexual,2023-04-30,,39,amg
2023-05-03,abuso sexual infantil,-103.2857152011871,20.70271380959688,santa cecilia,guadalajara,centro,la libertad y la seguridad sexual,2023-05-03,,39,amg
2023-05-07,abuso sexual infantil,-103.35111304749528,20.68654106413836,centro,guadalajara,centro,la libertad y la seguridad sexual,2023-05-07,,39,amg
2023-05-09,abuso sexual infantil,-103.32834288181732,20.71895683530225,rancho nuevo,guadalajara,centro,la libertad y la seguridad sexual,2023-05-09,,39,amg
2023-01-01,abuso sexual infantil,-103.33926267456576,20.686759040771587,el retiro,guadalajara,centro,la libertad y la seguridad sexual,2023-01-01,,39,amg
2023-05-21,abuso sexual infantil,-103.3462409242452,20.713097730984664,santa monica,guadalajara,centro,la libertad y la seguridad sexual,2023-05-21,,39,amg
2023-05-28,abuso sexual infantil,-103.28316329611388,20.668432950188382,lagos de oriente,guadalajara,centro,la libertad y la seguridad sexual,2023-05-28,,39,amg
2023-05-30,abuso sexual infantil,-103.37711076065064,20.6359152501366,18 de marzo,guadalajara,centro,la libertad y la seguridad sexual,2023-05-30,,39,amg
2023-06-20,abuso sexual infantil,-103.3406364026398,20.630555414324323,la nogalera,guadalajara,centro,la libertad y la seguridad sexual,2023-06-20,,39,amg
2023-08-13,abuso sexual infantil,-103.32506374655144,20.73142232102756,lomas del paraiso iii,guadalajara,centro,la libertad y la seguridad sexual,2023-08-13,,39,amg
2023-08-28,abuso sexual infantil,-103.27132094114582,20.65189219049792,insurgentes,guadalajara,centro,la libertad y la seguridad sexual,2023-08-28,,39,amg
2023-10-04,abuso sexual infantil,-103.27579966161608,20.693831690789853,heliodoro hernandez loza,guadalajara,centro,la libertad y la seguridad sexual,2023-10-04,,39,amg
2023-10-08,abuso sexual infantil,-103.30922582813488,20.689687995366896,santa maria,guadalajara,centro,la libertad y la seguridad sexual,2023-10-08,,39,amg
2023-10-26,abuso sexual infantil,-103.3760885899028,20.62824784848628,lomas de polanco,guadalajara,centro,la libertad y la seguridad sexual,2023-10-26,,39,amg
2023-10-30,abuso sexual infantil,-103.30410938336576,20.710802239882277,margarita maza de juarez,guadalajara,centro,la libertad y la seguridad sexual,2023-10-30,,39,amg
2023-11-21,abuso sexual infantil,-103.32723899329308,20.724303511822995,lomas del paraiso i,guadalajara,centro,la libertad y la seguridad sexual,2023-11-21,,39,amg
2023-07-11,abuso sexual infantil,-103.27130118364224,20.691891146905284,el bethel,guadalajara,centro,la libertad y la seguridad sexual,2023-07-11,,39,amg
2023-07-11,abuso sexual infantil,-103.34057540121056,20.629694599370456,el manantial,guadalajara,centro,la libertad y la seguridad sexual,2023-07-11,,39,amg
2023-08-14,abuso sexual infantil,-103.3499114961851,20.617489861014487,miravalle,guadalajara,centro,la libertad y la seguridad sexual,2023-08-14,,39,amg
2023-08-14,abuso sexual infantil,-103.32477829989574,20.72818373277924,lomas del paraiso ii,guadalajara,centro,la libertad y la seguridad sexual,2023-08-14,,39,amg
2023-09-18,abuso sexual infantil,-103.34270560747588,20.66990339702108,analco,guadalajara,centro,la libertad y la seguridad sexual,2023-09-18,,39,amg
2023-09-20,abuso sexual infantil,-103.3725708697884,20.62869160345163,lomas de polanco,guadalajara,centro,la libertad y la seguridad sexual,2023-09-20,,39,amg
2023-09-24,abuso sexual infantil,-103.28931730290326,20.709817891078004,santa cecilia,guadalajara,centro,la libertad y la seguridad sexual,2023-09-24,,39,amg
2023-09-24,abuso sexual infantil,-103.3119901636897,20.657044442717797,san antonio,guadalajara,centro,la libertad y la seguridad sexual,2023-09-24,,39,amg
2023-12-18,abuso sexual infantil,-103.28449991065972,20.69048921250269,balcones de oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-12-18,,39,amg
2023-09-14,abuso sexual infantil,-103.31120605330402,20.707281936776223,la esperanza (la federacha),guadalajara,centro,la libertad y la seguridad sexual,2023-09-14,,39,amg
2023-04-13,abuso sexual infantil,-103.33643376272872,20.71497487509753,santa elena de la cruz,guadalajara,centro,la libertad y la seguridad sexual,2023-04-13,,39,amg
2023-01-25,abuso sexual infantil,-103.32579765380608,20.653104803091185,atlas,guadalajara,centro,la libertad y la seguridad sexual,2023-01-25,,39,amg
2023-01-26,abuso sexual infantil,-103.28080217363367,20.6735653253427,san joaquin,guadalajara,centro,la libertad y la seguridad sexual,2023-01-26,,39,amg
2023-04-28,abuso sexual infantil,-103.29055315868251,20.70665870970277,santa cecilia,guadalajara,centro,la libertad y la seguridad sexual,2023-04-28,,39,amg
2023-06-16,abuso sexual infantil,-103.32920804832956,20.723418889197823,lomas del paraiso i,guadalajara,centro,la libertad y la seguridad sexual,2023-06-16,,39,amg
2023-02-10,abuso sexual infantil,-103.3283822738572,20.723870649903247,lomas del paraiso i,guadalajara,centro,la libertad y la seguridad sexual,2023-02-10,,39,amg
2023-02-11,abuso sexual infantil,-103.30715174679138,20.697740684453198,vicente guerrero,guadalajara,centro,la libertad y la seguridad sexual,2023-02-11,,39,amg
2023-02-17,abuso sexual infantil,-103.28709928822876,20.65398387203945,insurgentes,guadalajara,centro,la libertad y la seguridad sexual,2023-02-17,,39,amg
2023-03-09,abuso sexual infantil,-103.36893994887645,20.684912042917784,villasenor (santa teresita),guadalajara,centro,la libertad y la seguridad sexual,2023-03-09,,39,amg
2023-03-16,abuso sexual infantil,-103.29449672139012,20.64655697688904,jardines de los historiadores,guadalajara,centro,la libertad y la seguridad sexual,2023-03-16,,39,amg
2023-03-22,abuso sexual infantil,-103.3233522469345,20.724706851252417,lomas del paraiso i,guadalajara,centro,la libertad y la seguridad sexual,2023-03-22,,39,amg
2023-03-27,abuso sexual infantil,-103.27909275306196,20.67867607163428,los arrayanes,guadalajara,centro,la libertad y la seguridad sexual,2023-03-27,,39,amg
2023-03-31,abuso sexual infantil,-103.29262388181978,20.723974319763773,dr atl,guadalajara,centro,la libertad y la seguridad sexual,2023-03-31,,39,amg
2023-04-19,abuso sexual infantil,-103.34857767377768,20.68362048598789,zona centro,guadalajara,centro,la libertad y la seguridad sexual,2023-04-19,,39,amg
2023-04-20,abuso sexual infantil,-103.3373953214284,20.696602016054516,alcalde barranquitas,guadalajara,centro,la libertad y la seguridad sexual,2023-04-20,,39,amg
2023-04-27,abuso sexual infantil,-103.35936344546244,20.671636380248792,americana,guadalajara,centro,la libertad y la seguridad sexual,2023-04-27,,39,amg
2023-05-08,abuso sexual infantil,-103.28325193184855,20.664124671507096,jardines de san francisco,guadalajara,centro,la libertad y la seguridad sexual,2023-05-08,,39,amg
2023-05-12,abuso sexual infantil,-103.36810553723492,20.70975917273,jardines del country,guadalajara,centro,la libertad y la seguridad sexual,2023-05-12,,39,amg
2023-05-18,abuso sexual infantil,-103.36712985764566,20.620755559198766,echeverria,guadalajara,centro,la libertad y la seguridad sexual,2023-05-18,,39,amg
2023-05-24,abuso sexual infantil,-103.28439161594382,20.677470068596215,miguel hidalgo,guadalajara,centro,la libertad y la seguridad sexual,2023-05-24,,39,amg
2023-05-25,abuso sexual infantil,-103.35727954936456,20.68190768108746,artesanos (sagrada familia y/o jesus),guadalajara,centro,la libertad y la seguridad sexual,2023-05-25,,39,amg
2023-05-26,abuso sexual infantil,-103.29104366610952,20.682804346882136,san isidro oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-05-26,,39,amg
2023-05-29,abuso sexual infantil,-103.2914565126433,20.70862989883422,santa cecilia,guadalajara,centro,la libertad y la seguridad sexual,2023-05-29,,39,amg
2023-06-02,abuso sexual infantil,-103.34319554680698,20.67102162083302,san juan de dios ii,guadalajara,centro,la libertad y la seguridad sexual,2023-06-02,,39,amg
2023-06-02,abuso sexual infantil,-103.37941131294328,20.62361669856352,dr valentin gomez farias,guadalajara,centro,la libertad y la seguridad sexual,2023-06-02,,39,amg
2023-06-08,abuso sexual infantil,-103.37824491839685,20.60938162799753,nueva santa maria,guadalajara,centro,la libertad y la seguridad sexual,2023-06-08,,39,amg
2023-06-09,abuso sexual infantil,-103.29728599780634,20.67984750033481,san isidro,guadalajara,centro,la libertad y la seguridad sexual,2023-06-09,,39,amg
2023-01-19,abuso sexual infantil,-103.39160289278836,20.61735255745294,nueva espana,guadalajara,centro,la libertad y la seguridad sexual,2023-01-19,,39,amg
2023-01-19,abuso sexual infantil,-103.27005893994108,20.68534945020832,villas de guadalupe,guadalajara,centro,la libertad y la seguridad sexual,2023-01-19,,39,amg
2023-06-23,abuso sexual infantil,-103.32064946121614,20.736613992657475,huentitan el bajo,guadalajara,centro,la libertad y la seguridad sexual,2023-06-23,,39,amg
2023-06-29,abuso sexual infantil,-103.33279465544182,20.62407393938156,parque industrial el alamo,guadalajara,centro,la libertad y la seguridad sexual,2023-06-29,,39,amg
2023-06-29,abuso sexual infantil,-103.37304936498596,20.621236966096685,polanco,guadalajara,centro,la libertad y la seguridad sexual,2023-06-29,,39,amg
2023-06-29,abuso sexual infantil,-103.27637743069415,20.696244826538774,heliodoro hernandez loza,guadalajara,centro,la libertad y la seguridad sexual,2023-06-29,,39,amg
2023-06-29,abuso sexual infantil,-103.27777903940893,20.669204773224223,lagos de oriente,guadalajara,centro,la libertad y la seguridad sexual,2023-06-29,,39,amg
2023-06-30,abuso sexual infantil,-103.27731516281644,20.681685419232707,aaron joaquin,guadalajara,centro,la libertad y la seguridad sexual,2023-06-30,,39,amg
2023-07-20,abuso sexual infantil,-103.34524210043972,20.664443010705117,las conchas,guadalajara,centro,la libertad y la seguridad sexual,2023-07-20,,39,amg
2023-07-20,abuso sexual infantil,-103.34565818492328,20.687436082190786,centro barranquitas,guadalajara,centro,la libertad y la seguridad sexual,2023-07-20,,39,amg
2023-07-20,abuso sexual infantil,-103.32656931860286,20.72744690732535,lomas del paraiso ii,guadalajara,centro,la libertad y la seguridad sexual,2023-07-20,,39,amg
2023-07-24,abuso sexual infantil,-103.35876295021993,20.61623417663353,1 de mayo,guadalajara,centro,la libertad y la seguridad sexual,2023-07-24,,39,amg
2023-08-01,abuso sexual infantil,-103.30924602764507,20.67082852738554,la penal,guadalajara,centro,la libertad y la seguridad sexual,2023-08-01,,39,amg
2023-08-03,abuso sexual infantil,-103.35403547544482,20.681878354213428,artesanos (sagrada familia y/o jesus),guadalajara,centro,la libertad y la seguridad sexual,2023-08-03,,39,amg
2023-08-03,abuso sexual infantil,-103.33871085898116,20.670651015840225,san juan de dios ii,guadalajara,centro,la libertad y la seguridad sexual,2023-08-03,,39,amg
2023-08-10,abuso sexual infantil,-103.31757756543172,20.68779712256277,santa maria,guadalajara,centro,la libertad y la seguridad sexual,2023-08-10,,39,amg
2023-08-10,abuso sexual infantil,-103.32276666363188,20.63831104487931,el rosario,guadalajara,centro,la libertad y la seguridad sexual,2023-08-10,,39,amg
2023-08-10,abuso sexual infantil,-103.30219498399448,20.711791446947213,margarita maza de juarez,guadalajara,centro,la libertad y la seguridad sexual,2023-08-10,,39,amg
2023-08-17,abuso sexual infantil,-103.33347305650742,20.678607319728624,san juan de dios,guadalajara,centro,la libertad y la seguridad sexual,2023-08-17,,39,amg
2023-08-23,abuso sexual infantil,-103.37365730740628,20.62728858034034,lomas de polanco,guadalajara,centro,la libertad y la seguridad sexual,2023-08-23,,39,amg
2023-08-24,abuso sexual infantil,-103.26904130280566,20.674590476324923,lomas del gallo,guadalajara,centro,la libertad y la seguridad sexual,2023-08-24,,39,amg
2023-08-24,abuso sexual infantil,-103.347123221729,20.615876527150675,jose clemente orozco,guadalajara,centro,la libertad y la seguridad sexual,2023-08-24,,39,amg
2023-08-24,abuso sexual infantil,-103.35395133054924,20.614555017525145,miravalle,guadalajara,centro,la libertad y la seguridad sexual,2023-08-24,,39,amg
2023-08-31,abuso sexual infantil,-103.39178250838371,20.634980188482785,jardines del sur,guadalajara,centro,la libertad y la seguridad sexual,2023-08-31,,39,amg
2023-08-31,abuso sexual infantil,-103.30279239962536,20.672270287542595,blanco y cuellar,guadalajara,centro,la libertad y la seguridad sexual,2023-08-31,,39,amg
2023-08-31,abuso sexual infantil,-103.35067064499896,20.674289495659227,zona centro,guadalajara,centro,la libertad y la seguridad sexual,2023-08-31,,39,amg
2023-10-05,abuso sexual infantil,-103.36924440673526,20.613537345400218,loma linda,guadalajara,centro,la libertad y la seguridad sexual,2023-10-05,,39,amg
2023-10-05,abuso sexual infantil,-103.33988064409697,20.71620847314505,santa elena de la cruz,guadalajara,centro,la libertad y la seguridad sexual,2023-10-05,,39,amg
2023-10-05,abuso sexual infantil,-103.32167319374926,20.71909281004677,ricardo flores magon,guadalajara,centro,la libertad y la seguridad sexual,2023-10-05,,39,amg
2023-10-06,abuso sexual infantil,-103.38228938997987,20.704069044727465,colomos providencia,guadalajara,centro,la libertad y la seguridad sexual,2023-10-06,,39,amg
2023-10-13,abuso sexual infantil,-103.3204571384308,20.664653531171844,hernandez romo,guadalajara,centro,la libertad y la seguridad sexual,2023-10-13,,39,amg
2023-10-13,abuso sexual infantil,-103.32776391715348,20.717305932033288,rancho nuevo,guadalajara,centro,la libertad y la seguridad sexual,2023-10-13,,39,amg
2023-10-13,abuso sexual infantil,-103.32362320513894,20.692560013166297,lomas independencia,guadalajara,centro,la libertad y la seguridad sexual,2023-10-13,,39,amg
2023-10-19,abuso sexual infantil,-103.37988784707824,20.618788888245035,lazaro cardenas,guadalajara,centro,la libertad y la seguridad sexual,2023-10-19,,39,amg
2023-10-27,abuso sexual infantil,-103.29026126089984,20.706013118866323,santa cecilia,guadalajara,centro,la libertad y la seguridad sexual,2023-10-27,,39,amg
2023-11-01,abuso sexual infantil,-103.35263313218638,20.70136870569904,san miguel de mezquitan,guadalajara,centro,la libertad y la seguridad sexual,2023-11-01,,39,amg
2023-11-04,abuso sexual infantil,-103.33022163736216,20.71984775838957,rancho nuevo,guadalajara,centro,la libertad y la seguridad sexual,2023-11-04,,39,amg
2023-11-09,abuso sexual infantil,-103.35393909453134,20.62345028061087,5 de mayo,guadalajara,centro,la libertad y la seguridad sexual,2023-11-09,,39,amg
2023-11-09,abuso sexual infantil,-103.34835049822055,20.63243410880224,el dean,guadalajara,centro,la libertad y la seguridad sexual,2023-11-09,,39,amg
2023-11-16,abuso sexual infantil,-103.3717798443407,20.62074985464347,polanco,guadalajara,centro,la libertad y la seguridad sexual,2023-11-16,,39,amg
2023-11-23,abuso sexual infantil,-103.2917105776514,20.67380700229475,libertad,guadalajara,centro,la libertad y la seguridad sexual,2023-11-23,,39,amg
2023-11-23,abuso sexual infantil,-103.37449469429552,20.651211523129696,del sur,guadalajara,centro,la libertad y la seguridad sexual,2023-11-23,,39,amg
2023-11-24,abuso sexual infantil,-103.39516334483903,20.63178854531621,villa guerrero,guadalajara,centro,la libertad y la seguridad sexual,2023-11-24,,39,amg
2023-02-09,abuso sexual infantil,-103.36917922255718,20.65905750596635,del fresno,guadalajara,centro,la libertad y la seguridad sexual,2023-02-09,,39,amg
2023-07-07,abuso sexual infantil,-103.3205731616242,20.67309497490599,la penal,guadalajara,centro,la libertad y la seguridad sexual,2023-07-07,,39,amg
2023-07-07,abuso sexual infantil,-103.27332378252676,20.683632347614815,el zalate,guadalajara,centro,la libertad y la seguridad sexual,2023-07-07,,39,amg
2023-07-07,abuso sexual infantil,-103.31625935236754,20.711355185938736,la esperanza (la federacha),guadalajara,centro,la libertad y la seguridad sexual,2023-07-07,,39,amg
2023-07-13,abuso sexual infantil,-103.27556214953286,20.68333725558453,aaron joaquin,guadalajara,centro,la libertad y la seguridad sexual,2023-07-13,,39,amg
2023-07-13,abuso sexual infantil,-103.32892021350678,20.72056508524503,rancho nuevo,guadalajara,centro,la libertad y la seguridad sexual,2023-07-13,,39,amg
2023-09-01,abuso sexual infantil,-103.31690442508751,20.69436243841043,circunvalacion belisario,guadalajara,centro,la libertad y la seguridad sexual,2023-09-01,,39,amg
2023-09-08,abuso sexual infantil,-103.3661294348288,20.65681559416363,del fresno,guadalajara,centro,la libertad y la seguridad sexual,2023-09-08,,39,amg
2023-09-11,abuso sexual infantil,-103.32718350146828,20.69565899924964,independencia oriente,guadalajara,centro,la libertad y la seguridad sexual,2023-09-11,,39,amg
2023-09-12,abuso sexual infantil,-103.3810986849536,20.61574282051611,lazaro cardenas,guadalajara,centro,la libertad y la seguridad sexual,2023-09-12,,39,amg
2023-09-12,abuso sexual infantil,-103.32597692588972,20.666367752539024,revolucion,guadalajara,centro,la libertad y la seguridad sexual,2023-09-12,,39,amg
2023-09-14,abuso sexual infantil,-103.2943636479552,20.697716315130883,oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-09-14,,39,amg
2023-09-19,abuso sexual infantil,-103.37078050687848,20.62306903239652,lopez portillo,guadalajara,centro,la libertad y la seguridad sexual,2023-09-19,,39,amg
2023-09-21,abuso sexual infantil,-103.30998610978465,20.71435851131473,jardines de santa isabel,guadalajara,centro,la libertad y la seguridad sexual,2023-09-21,,39,amg
2023-09-21,abuso sexual infantil,-103.2981063076724,20.700349862668634,guadalajara oriente,guadalajara,centro,la libertad y la seguridad sexual,2023-09-21,,39,amg
2023-09-26,abuso sexual infantil,-103.33567586950949,20.72479046637629,division del norte,guadalajara,centro,la libertad y la seguridad sexual,2023-09-26,,39,amg
2023-12-08,abuso sexual infantil,-103.36943793662904,20.61416752687604,loma linda,guadalajara,centro,la libertad y la seguridad sexual,2023-12-08,,39,amg
2023-12-18,abuso sexual infantil,-103.36086427981736,20.620743197469345,5 de mayo,guadalajara,centro,la libertad y la seguridad sexual,2023-12-18,,39,amg
2023-12-22,abuso sexual infantil,-103.38092559717823,20.630069842582564,lomas de polanco,guadalajara,centro,la libertad y la seguridad sexual,2023-12-22,,39,amg
2023-11-13,abuso sexual infantil,-103.3944059590952,20.625357073452086,jardines del sauz,guadalajara,centro,la libertad y la seguridad sexual,2023-11-13,,39,amg
2023-11-13,abuso sexual infantil,-103.27390332295344,20.64774971478441,insurgentes,guadalajara,centro,la libertad y la seguridad sexual,2023-11-13,,39,amg
2023-05-15,abuso sexual infantil,-103.37874305493102,20.623376555534783,dr valentin gomez farias,guadalajara,centro,la libertad y la seguridad sexual,2023-05-15,,39,amg
2023-07-03,abuso sexual infantil,-103.30232238872765,20.67902875195234,blanco y cuellar,guadalajara,centro,la libertad y la seguridad sexual,2023-07-03,,39,amg
2023-04-18,abuso sexual infantil,-103.34333293567082,20.641721194782495,valle del alamo,guadalajara,centro,la libertad y la seguridad sexual,2023-04-18,,39,amg
2023-02-13,abuso sexual infantil,-103.28392425632892,20.6991827128426,lomas de rio verde,guadalajara,centro,la libertad y la seguridad sexual,2023-02-13,,39,amg
2023-02-20,abuso sexual infantil,-103.39528381128711,20.652739616262824,victoria,guadalajara,centro,la libertad y la seguridad sexual,2023-02-20,,39,amg
2023-02-21,abuso sexual infantil,-103.39088876840492,20.627676536132626,el sauz,guadalajara,centro,la libertad y la seguridad sexual,2023-02-21,,39,amg
2023-02-24,abuso sexual infantil,-103.27166613058948,20.670150231301896,lagos de oriente,guadalajara,centro,la libertad y la seguridad sexual,2023-02-24,,39,amg
2023-02-27,abuso sexual infantil,-103.30560120892956,20.691597910807584,san martin,guadalajara,centro,la libertad y la seguridad sexual,2023-02-27,,39,amg
2023-03-06,abuso sexual infantil,-103.29055315868251,20.70665870970277,santa cecilia,guadalajara,centro,la libertad y la seguridad sexual,2023-03-06,,39,amg
2023-03-06,abuso sexual infantil,-103.28769750680254,20.69635069261053,tetlan rio verde,guadalajara,centro,la libertad y la seguridad sexual,2023-03-06,,39,amg
2023-03-07,abuso sexual infantil,-103.28075455432378,20.689347513323803,lomas de oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-03-07,,39,amg
2023-03-09,abuso sexual infantil,-103.2943636479552,20.697716315130883,oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-03-09,,39,amg
2023-03-13,abuso sexual infantil,-103.33643376272872,20.71497487509753,santa elena de la cruz,guadalajara,centro,la libertad y la seguridad sexual,2023-03-13,,39,amg
2023-03-14,abuso sexual infantil,-103.31661912794426,20.69478880950806,circunvalacion belisario,guadalajara,centro,la libertad y la seguridad sexual,2023-03-14,,39,amg
2023-03-14,abuso sexual infantil,-103.29058032702098,20.695938792271992,oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-03-14,,39,amg
2023-03-15,abuso sexual infantil,-103.28093410675132,20.650965528502176,insurgentes,guadalajara,centro,la libertad y la seguridad sexual,2023-03-15,,39,amg
2023-03-20,abuso sexual infantil,-103.33422284527038,20.666249508159,reforma,guadalajara,centro,la libertad y la seguridad sexual,2023-03-20,,39,amg
2023-03-24,abuso sexual infantil,-103.38400755208258,20.67034277852548,arcos vallarta,guadalajara,centro,la libertad y la seguridad sexual,2023-03-24,,39,amg
2023-04-03,abuso sexual infantil,-103.34868852398915,20.61436903585166,miravalle,guadalajara,centro,la libertad y la seguridad sexual,2023-04-03,,39,amg
2023-04-03,abuso sexual infantil,-103.30365079480134,20.691463997109427,oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-04-03,,39,amg
2023-04-05,abuso sexual infantil,-103.28032435214044,20.65560491076595,aldama tetlan,guadalajara,centro,la libertad y la seguridad sexual,2023-04-05,,39,amg
2023-04-10,abuso sexual infantil,-103.33476301825674,20.65997896633013,las conchas,guadalajara,centro,la libertad y la seguridad sexual,2023-04-10,,39,amg
2023-04-10,abuso sexual infantil,-103.33074985404885,20.713585931637105,rancho nuevo,guadalajara,centro,la libertad y la seguridad sexual,2023-04-10,,39,amg
2023-04-12,abuso sexual infantil,-103.3640249131543,20.620145706698978,dr valentin gomez farias,guadalajara,centro,la libertad y la seguridad sexual,2023-04-12,,39,amg
2023-04-13,abuso sexual infantil,-103.3440738110776,20.65782485879757,la aurora,guadalajara,centro,la libertad y la seguridad sexual,2023-04-13,,39,amg
2023-04-17,abuso sexual infantil,-103.28799696351147,20.662602275700287,agustin yanez (la florida),guadalajara,centro,la libertad y la seguridad sexual,2023-04-17,,39,amg
2023-01-12,abuso sexual infantil,-103.29563790399853,20.693420393318124,oblatos,guadalajara,centro,la libertad y la seguridad sexual,2023-01-12,,39,amg
2023-04-27,abuso sexual infantil,-103.37704729118778,20.62861737907752,lomas de polanco,guadalajara,centro,la libertad y la seguridad sexual,2023-04-27,,39,amg
2023-04-29,abuso sexual infantil,-103.3339390367019,20.688255286906177,independencia oriente,guadalajara,centro,la libertad y la seguridad sexual,2023-04-29,,39,amg
2023-05-08,abuso sexual infantil,-103.3167394516246,20.73341340597038,lomas del paraiso iii,guadalajara,centro,la libertad y la seguridad sexual,2023-05-08,,39,amg
2023-05-11,abuso sexual infantil,-103.33165489099753,20.724843387589534,lomas del paraiso i,guadalajara,centro,la libertad y la seguridad sexual,2023-05-11,,39,amg
2023-05-12,abuso sexual infantil,-103.31785733897654,20.733974994507943,lomas del paraiso iii,guadalajara,centro,la libertad y la seguridad sexual,2023-05-12,,39,amg
2023-01-16,abuso sexual infantil,-103.30785340239788,20.69513469627998,vicente guerrero,guadalajara,centro,la libertad y la seguridad sexual,2023-01-16,,39,amg
2023-05-22,abuso sexual infantil,-103.33773387782628,20.718954402638765,santa elena de la cruz,guadalajara,centro,la libertad y la seguridad sexual,2023-05-22,,39,amg
2023-05-29,abuso sexual infantil,-103.3039322684886,20.713388709969045,jardines de santa isabel,guadalajara,centro,la libertad y la seguridad sexual,2023-05-29,,39,amg
2023-05-30,abuso sexual infantil,-103.36434416990753,20.65192651440553,morelos,guadalajara,centro,la libertad y la seguridad sexual,2023-05-30,,39,amg
2023-06-05,abuso sexual infantil,-103.27898583581046,20.646538937684564,insurgentes,guadalajara,centro,la libertad y la seguridad sexual,2023-06-05,,39,amg
2023-06-26,abuso sexual infantil,-103.30112978024329,20.68257364777629,talpita,guadalajara,centro,la libertad y la seguridad sexual,2023-06-26,,39,amg
2023-01-23,abuso sexual infantil,-103.33179469948868,20.703920114010597,independencia,guadalajara,centro,la libertad y la seguridad sexual,2023-01-23,,39,amg
2023-07-20,abuso sexual infantil,-103.32565912530094,20.721077805382027,rancho nuevo,guadalajara,centro,la libertad y la seguridad sexual,2023-07-20,,39,amg
2023-01-24,abuso sexual infantil,-103.36755771577091,20.658440103029022,del fresno,guadalajara,centro,la libertad y la seguridad sexual,2023-01-24,,39,amg
